track_id,pageviews
528CAH5pTLq86oZ52fHifA,223976.0
0fJMNr4wzaVWNM2nb9hdqx,17225.0
0d3qwh4HY9w6Ywywj6ksTv,13014.0
6R9NqD0WX9sJYs6PbA5onu,10235.0
2OaisJrJNyhBl16VP7JDqJ,11293.0
7iOm7tuQZeqXqzBZJ14CSM,21882.0
5K27xdI3aPGoyXnxdcan82,5038.0
0P5QEcwZfgLBjpATCGsUGH,15299.0
1TtrMAPwHFTDksxjuriZ59,31964.0
7zSDDsIlks515d0tZGM64x,11808.0
73bzcsDjx9FqzqKWcPLMiH,8104.0
28clONjZmul6FjfO6tZQDE,34136.0
3TBRJsLCcwroEkA3tD4u2N,107136.0
1Vp8U39YNsDfd6yVuaUq12,393661.0
2ZIzyHDYsXIHUojfr6bAbO,25389.0
1dDPycMv4QQbRMrUseUi1m,11553.0
3GGLM9N7B18Hww26bScGDq,5409.0
188ogJrKez9zzsidIg22X8,377675.0
54BqQGaBnDTkSKOp7A3MRP,11974.0
4nheObMzE4K8AIxIICoLgd,13001.0
3y9FzflARxBDRuARWGDWmq,8126.0
0ldTcpmFsxEASGiBBIfVLW,35348.0
6pAvXn45z0sktftypuEEzt,6755.0
2o1Deu2r99ZkkQwQ27LnZd,40822.0
2F8Glc7r4mHHSCEegD4Ju1,8110.0
2cFl7utlqyZjCXN1G5nRvA,34968.0
4ZsYF5rjUXIwds6KNimPRo,29870.0
3iGK3VkBMYgN58bgZ3r8wc,16156.0
7gaQtc0vrSpmRJpSMDiPEk,227595.0
5oE6INocVL9viDow5y8QNM,376294.0
5ULNuAoAozLAc721tRcPbX,35463.0
0otlwsD3mSogk7VJCTp6Kg,19394.0
7D241eUcI43whoQZxLIY2I,10062.0
5QrNXvTQEuBb5iLoIAAuvk,17225.0
4wBLUjwy4lFXNWzCuxDqfZ,33726.0
2j8bXaOBeEeyoY4ZpCcFIW,10543.0
1ApsBaz9fpPptVZxgqtOy3,10015.0
0Ha6Oee9KzRwNxAbfznzYJ,25739.0
0K8tOSa1LE1Ue784z6qwWZ,13067.0
1IAiDrvZCOx8AHlNZGY5yU,46121.0
